"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"830","RT @sixers: .@marcobelinelli talks about remaining focused heading into tomorrow’s Game 4 vs Boston.

#PhilaUnite x #HereTheyCome https://t…",FALSE,0,NA,2018-05-06 19:46:51,FALSE,NA,"993215534404653058",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amoga23",39,TRUE,FALSE,NA,NA
"831","@Aidan_LG @sixers Kl",FALSE,0,"Aidan_LG",2018-05-06 19:46:35,FALSE,"993215424224464897","993215469304860673","3348929955","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solystweets",0,FALSE,FALSE,NA,NA
"832","RT @stephenasmith: Watching these @celtics, I feel like a damn idiot. They are just loaded with players with multi-dimensional skills. Wish…",FALSE,0,NA,2018-05-06 19:46:34,FALSE,NA,"993215464154202112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iAintPenny",1549,TRUE,FALSE,NA,NA
"833","@solystweets @sixers 5 mins",FALSE,0,"solystweets",2018-05-06 19:46:24,FALSE,"993215088705273856","993215424224464897","902629385701875717","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aidan_LG",0,FALSE,FALSE,NA,NA
"834","@sixers @marcobelinelli sixers in 7",FALSE,10,"sixers",2018-05-06 19:46:15,FALSE,"993215104358334464","993215386794512384","16201775","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","barkinozk",0,FALSE,FALSE,NA,NA
"835","RT @sixers: MARCO B3LIN3LLI https://t.co/j3xbVrdUBl",FALSE,0,NA,2018-05-06 19:45:53,FALSE,NA,"993215291235676162",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paolinodella",127,TRUE,FALSE,NA,NA
"836","@sixers https://t.co/FKWVErmD5g",FALSE,1,"sixers",2018-05-06 19:45:36,FALSE,NA,"993215219395637249","16201775","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChildishBaiocco",0,FALSE,FALSE,NA,NA
"837","@Ike58Reese The #Eagles had us thinking that the Philly sports pain of the past was gone and the @sixers have broug… https://t.co/Ncqzr6hXnm",FALSE,0,"Ike58Reese",2018-05-06 19:45:25,TRUE,"993146986026229760","993215173769953280","296435885","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobBase55",0,FALSE,FALSE,NA,NA
"838","@sixers @marcobelinelli  https://t.co/ZfLAs3CINY",FALSE,5,"sixers",2018-05-06 19:45:20,FALSE,"993215104358334464","993215153037627392","16201775","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kyletheckler",1,FALSE,FALSE,NA,NA
"839","RT @sixers: .@marcobelinelli talks about remaining focused heading into tomorrow’s Game 4 vs Boston.

#PhilaUnite x #HereTheyCome https://t…",FALSE,0,NA,2018-05-06 19:45:18,FALSE,NA,"993215147811463171",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alexpletch4real",39,TRUE,FALSE,NA,NA
"840","@Aidan_LG @sixers U share an Xbox #broke",FALSE,0,"Aidan_LG",2018-05-06 19:45:04,FALSE,"993214965355106304","993215088705273856","3348929955","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solystweets",0,FALSE,FALSE,NA,NA
"841","RT @sixers: ""You can't win all four at once... our focus has to be on Monday.""

#PhilaUnite x #HereTheyCome https://t.co/o1IVUqj4kc",FALSE,0,NA,2018-05-06 19:44:48,FALSE,NA,"993215019205656577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nferry123",90,TRUE,FALSE,NA,NA
